star_id,orbital_period,transit_duration,transit_depth,planet_radius,star_radius,star_temp,star_logg,label
TIC 374200604,0.76001901813,,0.18655887,7.29025894,1.65999,5690.2,4.0,0
TIC 374200604,0.759978,,,6.049,1.541,5690.0,3.956,0
TIC 49462779,10.00361,,0.146,2.57,0.62,4077.0,,1
TIC 49462779,10.0051,,0.1482,2.29,0.572,,,1
TIC 49462779,10.00329,,0.12,2.37,0.6,4197.0,,1
TIC 49462779,10.00617969,,0.13,,0.684348,4120.0,4.57369,1
TIC 49462779,10.0044,,,1.69,0.435,4044.0,4.849,1
TIC 49462779,10.003417,,,2.1,0.569359,4014.73,,1
TIC 345034874,3.865053,,,1.163,0.382,3578.0,4.847,1
TIC 345034874,3.865053,,,1.163,0.382,3578.0,4.847,1
TIC 345063080,6.293099,,,2.262,0.675,4213.0,4.719,1
TIC 345063080,6.293099,,,2.262,0.675,4213.0,4.719,1
TIC 393548451,17.27474,,,2.678,1.28,5716.0,4.197,1
TIC 393548451,17.27474,,,2.678,1.28,5716.0,4.197,1
TIC 365007485,33.589979,,,5.333,0.886,5511.0,4.439,1
TIC 365007485,33.589979,,,5.333,0.886,5511.0,4.439,1
TIC 365007485,33.5920255,,0.3352,9.88421,0.91,5468.0,4.5,1
TIC 61312205,13.115365,,,2.53,0.552,3748.0,4.695,1
TIC 61312205,13.115365,,,2.53,0.552,3748.0,4.695,1
TIC 149496868,3.4355113,,0.258,4.18368,0.8,4870.0,4.53,1
TIC 149496868,3.435471,,,4.569,0.765,4927.0,4.685,1
TIC 149496868,3.435453,,,3.806,0.765,4927.0,4.685,1
TIC 292202337,22.549406,,,4.602,0.961,5784.0,4.374,1
TIC 292202337,22.549406,,,4.602,0.961,5784.0,4.374,1
TIC 422685031,4.941907,,,1.283,0.927,5563.0,4.45,1
TIC 422685031,4.941907,,,1.283,0.927,5563.0,4.45,1
TIC 422685031,9.22453,,,1.36,0.927,5563.0,4.45,1
TIC 422685031,9.22453,,,1.36,0.927,5563.0,4.45,1
TIC 432247186,20.978959,,,1.677,0.784,5335.0,4.559,1
TIC 432247186,20.978959,,,1.677,0.784,5335.0,4.559,1
TIC 432261603,1.908084,,,2.482,1.228,5742.0,4.204,1
TIC 432261603,1.908084,,,2.482,1.228,5742.0,4.204,1
TIC 440701570,3.2141,,,0.9898,1.375,5711.0,4.1693,1
TIC 69274518,5.9382,,,2.116,0.977,5590.0,4.412,1
TIC 423610130,0.8094,,,0.7599,0.7,4116.0,4.656,1
TIC 423610130,5.3301,,,1.2327,0.7,4116.0,4.656,1
TIC 301288279,4.3696,,,1.219,0.732,4343.0,4.621,1
TIC 301288279,6.669,,,1.9287,0.732,4343.0,4.621,1
TIC 323687123,4.01798053813,,0.28089118,1.1017624,0.194357,3166.0,5.07428,1
TIC 323687123,4.0179694,,,1.015,0.1965,3173.0,5.066,1
TIC 301132473,13.102,,,2.66,0.554,3746.0,4.691,1
TIC 49592509,6.535,,,3.31,0.5776,3861.0,4.67,1
TIC 437054764,20.35954,,,10.85,0.539092,3728.0,4.70337,1
TIC 437054764,20.35919,,3.912,11.3,0.55,,,1
TIC 437054764,20.35507390682,,3.74997344,10.50799334,0.539092,3728.0,4.70337,1
TIC 437054764,20.35847252,,,10.55,0.541,3711.0,4.74,1
TIC 437054764,20.358748,,,10.0,0.53,,,1
TIC 437054764,20.359,,3.3123,,0.539092,3728.0,4.70337,1
TIC 82054726,6.68851,,0.1042,2.25,0.658,,,1
TIC 82054726,6.6874352,,0.137,2.79,0.69,4476.0,,1
TIC 82054726,6.68796,,,2.15,0.643,4613.0,4.659,1
TIC 443616612,3.471149,,,4.51,0.542,3840.6,,1
TIC 443616612,3.471136,,0.665,5.16,0.61,,,1
TIC 443616612,3.471341,,,4.75,0.587449,3889.72,,1
TIC 443616612,3.471285,,0.638,4.37,0.5,3720.0,,1
TIC 443616612,3.4712802624,,0.42803883,4.2314265,0.563,3696.0,4.68275,1
TIC 443616612,3.47114,,,4.13,0.57,3939.0,4.698,1
TIC 443616612,2.19945,,0.163,2.6,0.61,,,1
TIC 443616612,2.198884,,,2.42,0.542,3840.6,,1
TIC 49427836,5.657,,,2.433,1.58,5912.0,4.101,1
TIC 49427836,5.65706,,,2.16,1.09,5989.0,,1
TIC 49427836,5.65688,,,2.72,1.58,5912.0,4.101,1
TIC 49427836,5.65621,,0.03342,3.13,1.617,,,1
TIC 49427836,5.656256,,0.0342,2.08,1.03,5840.0,,1
TIC 49427836,5.656304,,,2.93920584,1.561446,5722.0,4.02,1
TIC 38087018,1.7292591,,2.37,11.0,0.66,4271.0,,1
TIC 38087018,1.72926812424,,2.30432055,12.6001269,0.766495,4377.0,4.50156,1
TIC 38087018,1.7292577,,2.406,11.4,0.729,,,1
TIC 38087018,1.7292684,,,6.71,0.445,4103.0,4.824,1
TIC 38087018,1.729257,,,10.44,0.685548,4262.1,,1
TIC 49430892,19.15344,,,2.04,1.12,6445.0,,1
TIC 49430892,19.1541,,,2.05,1.29,6256.0,4.198,1
TIC 49430892,19.153,,0.0333,2.4,1.25,,,1
TIC 49430892,19.153765,,0.034,2.65,1.32,6234.0,,1
TIC 49430892,19.15454,,,2.47140597,1.328888,6114.0,4.11,1
TIC 301603728,31.6372,,,1.89,0.76,5054.0,4.544,1
TIC 301603728,31.6551,,0.0999,2.48,0.774,,,1
TIC 301603728,31.646306,,0.1,2.53,0.73,4810.0,,1
TIC 397022282,20.5065,,,2.24,0.73,4899.0,4.603,1
TIC 397022282,20.507693,,0.124,2.78,0.72,4728.0,,1
TIC 397022282,20.5107,,0.1104,2.23,0.662,,,1
TIC 325335564,2.770522,,0.209,3.19,0.696,,,1
TIC 325335564,2.7706297,,0.213,3.36,0.67,4329.0,,1
TIC 325335564,2.77065,,,1.93,0.45,4175.0,4.81,1
TIC 38064757,5.73597,,,1.5,0.462,4021.0,4.823,1
TIC 38064757,5.73594,,,1.91,0.57,3930.0,4.71,1
TIC 38064757,5.73491,,,1.92,0.52,4102.0,,1
TIC 38064757,5.7348462,,0.126,2.4,0.62,4088.0,,1
TIC 38064757,5.73649,,0.1496,4.2,0.532,,,1
TIC 38064757,10.93406,,,1.92,0.52,4102.0,,1
TIC 38064757,10.93459,,0.1378,2.02,0.532,,,1
TIC 38064757,10.93241,,,2.26,0.57,3930.0,4.71,1
TIC 38064757,10.9324,,,1.64,0.462,4021.0,4.823,1
TIC 363444743,8.75198,,0.1337,2.29,0.634,,,1
TIC 363444743,8.7529874,,0.119,2.46,0.65,4252.0,,1
TIC 363444743,8.7529,,,1.59,0.546,4326.0,4.742,1
TIC 175636600,13.008383,,,15.65133315,1.420548,5526.0,4.29,0
TIC 175636600,13.0106,,,12.9,,,,0
TIC 175636600,13.00819,,1.2279,20.1,1.76,,,0
TIC 175636600,13.008278,,1.25,8.68,0.71,4639.0,,0
TIC 399155300,3.5353975,,0.615,1.98,0.23,3260.0,,1
TIC 399155300,3.53482,,,11.1,1.49,6113.0,4.14,1
TIC 399155300,3.535155,,0.6314,16.6,2.07,,,1
TIC 399155300,3.535055,,,18.0,2.192,7147.0,3.979,1
TIC 49652731,12.20772,,,2.6,0.807,5263.0,4.555,1
TIC 49652731,12.207632,,0.1,2.47,0.72,4684.0,,1
TIC 49652731,12.20773,,0.1001,2.34,0.713,,,1
TIC 49652731,12.2054,,,2.5,0.85,5269.0,4.491,1
TIC 49652731,12.2091165,,0.092,,0.824666,4555.0,4.46164,1
TIC 12822545,9.7843,,,1.15,0.384,3798.0,4.891,1
TIC 12822545,9.7833,,0.139,2.6116925,0.643,3990.0,4.61,1
TIC 437704321,2.84947127,,0.372,,0.737576,4279.0,4.52788,1
TIC 437704321,2.849271,,,4.43,0.715,4300.0,4.566,1
TIC 437704321,2.8493,,,,0.737576,4279.0,4.52788,1
TIC 437704321,2.8492816,,,,0.63,4456.0,4.673,1
TIC 437704321,2.849274,,,4.38,0.715385,4299.98,,1
TIC 437704321,2.849282,,0.401,4.75272,0.74,4279.0,4.53,1
TIC 437704321,2.849302,,0.3954,4.07,0.662,,,1
TIC 437704321,2.8492818,,0.389,4.43,0.65,4237.0,,1
TIC 437704321,2.849258,,,3.82,0.63,4456.0,4.673,1
TIC 146799150,9.0073,,0.099,2.30905002,0.671,4413.0,4.629,1
TIC 146799150,9.007156,,0.118,2.53,0.68,4388.0,,1
TIC 146799150,9.0063,,,2.1,0.621,4434.0,4.68,1
TIC 146799150,9.0074,,0.1254,2.18,0.599,,,1
TIC 437703489,7.0525273,,0.1,2.62,0.76,4998.0,,1
TIC 437703489,7.05254,,,2.68,0.86,5413.0,4.522,1
TIC 437703489,7.05235,,0.103,2.72,0.837,,,1
TIC 437703489,7.052475,,,2.59425303,0.803348,5134.0,4.54,1
TIC 437703489,7.05240378,,0.098,,0.836424,5020.0,4.51438,1
TIC 437703489,2.53726,,,1.62,0.86,5413.0,4.522,1
TIC 437703489,2.537071,,,1.62512091,0.803348,5134.0,4.54,1
TIC 437703489,2.5370422,,0.0393,1.64,0.76,4998.0,,1
TIC 437703489,2.53712,,0.0375,1.71,0.837,,,1
TIC 437703489,22.881145,,0.0462,1.78,0.76,4998.0,,1
TIC 437703489,22.882,,0.0425,1.84,0.837,,,1
TIC 437703489,22.88159,,,1.75221592,0.803348,5134.0,4.54,1
TIC 437703489,22.8827,,,1.71,0.86,5413.0,4.522,1
TIC 188570847,20.6921,,,2.41,0.731,5055.0,4.592,1
TIC 188570847,20.6915,,0.0986,2.1,0.64,,,1
TIC 188570847,20.698453,,0.115,2.69,0.73,4775.0,,1
TIC 188570847,11.2954,,,2.3,0.731,5055.0,4.592,1
TIC 188570847,11.29665,,0.094,2.08,0.64,,,1
TIC 188570847,11.295158,,0.0967,2.47,0.73,4775.0,,1
TIC 446672575,30.9349,,,2.5,1.01,5767.0,4.398,1
TIC 446672575,30.9403,,0.0724,2.44,0.8649,,,1
TIC 446672575,30.944648,,0.0845,3.06,0.96,5710.0,,1
TIC 446672575,30.944593,,,2.31215242,0.86302,5617.0,4.67,1
TIC 446672575,30.94191,,0.068,2.5,0.96,5850.0,,1
TIC 206284139,3.0026,,,,1.45479,5630.0,4.11247,1
TIC 206284139,3.0026215,,0.504,14.0672,1.45,5630.0,4.11,1
TIC 206284139,3.00234671,,0.44,,1.45479,5630.0,4.11247,1
TIC 206284139,3.0026376,,0.479,6.45,0.86,5425.0,,1
TIC 206284139,3.002627,,,9.9,1.47,5749.0,4.139,1
TIC 206284139,3.002654,,0.4774,10.45,1.525,,,1
TIC 206284139,3.00265,,,7.655747,1.12,5500.0,4.07,1
TIC 402314147,2.573413,,,1.93284331,1.015751,5761.0,4.38,1
TIC 402314147,2.5735352,,0.0348,1.94,0.95,5680.0,,1
TIC 402314147,2.57336,,,1.92,0.995,5748.0,4.38,1
TIC 402314147,2.57275378,,0.022,,1.00125,5718.0,4.44558,1
TIC 402314147,2.57302,,,2.48,1.36,6293.0,4.25,1
TIC 402314147,2.57333,,0.0364,2.03,1.046,,,1
TIC 434094657,6.67199,,,2.02,0.696,4455.0,4.57,1
TIC 434094657,6.6717686,,0.0831,2.18,0.69,4500.0,,1
TIC 434094657,6.67010938,,0.074,,0.695645,4555.0,4.60942,1
TIC 434094657,6.671774,,,1.92561267,0.647947,4636.0,4.7,1
TIC 434094657,6.67196,,0.0788,1.697,0.577,,,1
TIC 434094657,6.67202,,,2.14,0.73,4880.0,4.604,1
TIC 434094657,16.19803,,0.0828,1.73,0.577,,,1
TIC 434094657,16.1966,,,2.14,0.73,4880.0,4.604,1
TIC 434094657,16.197189,,0.0776,2.11,0.69,4500.0,,1
TIC 434094657,16.197201,,,1.89069587,0.647947,4636.0,4.7,1
TIC 434094657,16.19697,,,1.99,0.696,4455.0,4.57,1
TIC 437699592,20.2653,,0.0481,2.89,1.269,,,1
TIC 437699592,20.257,,,3.22,1.63,6771.0,4.15,1
TIC 437699592,20.258209,,0.0402,2.08,0.95,5686.0,,1
TIC 437699592,25.4556,,,3.9,1.63,6771.0,4.15,1
TIC 437699592,25.457815,,0.0829,2.99,0.95,5686.0,,1
TIC 437699592,25.4569,,0.079,3.66,1.269,,,1
TIC 38129680,6.53147301,,0.072,,0.875405,5391.0,4.52678,1
TIC 38129680,6.5311178,,0.101,2.85,0.82,5313.0,,1
TIC 38129680,6.53142,,0.095,2.79,0.867,,,1
TIC 38129680,6.53044,,,2.07,0.726,5312.0,4.576,1
TIC 38200266,12.647815,,,1.38162499,0.668753,4799.0,4.55,1
TIC 38200266,12.64655,,0.0391,1.47,0.722,,,1
TIC 38200266,12.65309622,,0.041,,,,,1
TIC 38200266,12.6475,,,1.58,0.84,5213.0,4.533,1
TIC 38200266,12.647849,,0.044,1.65,0.72,4711.0,,1
TIC 50183101,5.06939,,,2.75,1.79,5865.0,3.99,1
TIC 50183101,5.0689232,,0.0288,2.93,1.59,6490.0,,1
TIC 50183101,5.06963,,,2.49,1.67,5887.0,4.03,1
TIC 50183101,5.06965,,,2.49,1.71,5958.0,4.035,1
TIC 38211505,24.38724,,,17.4,,,,0
TIC 38211505,24.3949924,,2.305,,1.53945,6059.0,4.11642,0
TIC 38211505,24.38752,,2.371,22.4,1.43,,,0
TIC 38211505,24.3872,,,,1.53945,6059.0,4.11642,0
TIC 38211505,24.387407,,2.39,18.3,1.09,5931.0,,0
TIC 38258419,8.05423,,0.0668,1.73,0.655,,,1
TIC 38258419,8.054787,,,1.82830556,0.702294,4893.0,4.74,1
TIC 38258419,8.0549321,,0.0653,2.01,0.72,4720.0,,1
TIC 38258419,8.05428,,,1.58,0.675,4746.0,4.632,1
TIC 39928614,7.06599,,,2.32,0.491,4127.0,4.786,1
TIC 39928614,7.065,,0.221,2.4,0.491,,,1
TIC 39928614,7.0658874,,0.21,3.07,0.61,4059.0,,1
TIC 53210555,28.6777,,,4.12,2.13,5715.0,3.817,1
TIC 53210555,28.6911,,0.0681,4.3,1.597,,,1
TIC 53210555,28.6781,,0.058,4.03523305,1.533,5700.0,4.092,1
TIC 53210555,28.67992,,0.053,2.67,0.96,5772.0,,1
TIC 250979498,13.978518,,,2.75039475,0.798574,5131.0,4.53,1
TIC 250979498,13.9782,,0.1076,2.69,0.783,,,1
TIC 250979498,13.98746633,,0.102,,0.792485,5064.0,4.56746,1
TIC 250979498,13.97876,,0.11,2.77,0.77,5026.0,,1
TIC 250979498,13.97896,,,2.89,0.93,5622.0,4.478,1
TIC 402287746,6.9862794,,0.291,3.32,0.57,3891.0,,1
TIC 402287746,6.98541,,,2.15,0.426,4006.0,4.852,1
TIC 38337202,5.57739,,,0.75,0.232,3497.0,5.048,1
TIC 38337202,5.577212,,,1.08,0.330989,3360.47,,1
TIC 38337202,5.5773147,,0.109,1.54,0.43,3563.0,,1
TIC 38337202,15.189034,,,1.16,0.330989,3360.47,,1
TIC 38337202,15.1871,,,0.86,0.232,3497.0,5.048,1
TIC 38337202,7.760178,,,1.01,0.330989,3360.47,,1
TIC 38337202,7.7599,,,0.73,0.232,3497.0,5.048,1
TIC 38337202,24.1669,,,0.82,0.232,3497.0,5.048,1
TIC 38337202,24.158868,,,1.29,0.330989,3360.47,,1
TIC 38354061,7.49569,,0.0589,2.71,1.079,,,1
TIC 38354061,7.495692,,,2.62539115,1.051008,5844.0,4.35,1
TIC 38354061,7.4956613,,0.0603,4.74,1.77,6634.0,,1
TIC 38354061,7.49491004,,0.058,,1.05721,5865.0,4.41546,1
TIC 38354061,7.495,,,,1.05721,5865.0,4.41546,1
TIC 38354061,7.49543,,,2.45,1.06,5922.0,4.409,1
TIC 38354061,7.49556,,,2.58,1.058,5867.0,4.39,1
TIC 251018878,19.565557,,,2.95906745,1.086156,5929.0,4.24,1
TIC 251018878,19.565086,,0.0712,2.94,1.01,5804.0,,1
TIC 251018878,19.5688,,0.0818,3.66,1.047,,,1
TIC 251018878,19.5666,,,2.31,0.98,6060.0,4.444,1
TIC 250996363,7.8142,,,2.67,1.56,5995.0,4.118,1
TIC 250996363,7.817949,,,2.54862479,1.238022,6022.0,4.26,1
TIC 250996363,7.81751,,0.0392,3.08,1.492,,,1
TIC 250996363,7.8173399,,0.0384,2.16,1.01,5800.0,,1
TIC 250996363,18.289,,0.041,3.16,1.492,,,1
TIC 250996363,18.286069,,,2.62624197,1.238022,6022.0,4.26,1
TIC 250996363,18.283257,,0.044,2.31,1.01,5800.0,,1
TIC 250996363,18.311,,,2.77,1.56,5995.0,4.118,1
TIC 40001645,11.98934,,0.7257,14.77,1.726,,,0
TIC 40001645,11.989686,,0.74,9.01,0.96,5700.0,,0
TIC 40001645,23.9726,,,11.1,,,,0
TIC 40001645,11.99899626,,0.701,,1.57442,5759.0,4.05666,0
TIC 40001645,11.9897,,,,1.57442,5759.0,4.05666,0
TIC 435339847,8.199796,,,2.3,0.76,4970.0,4.47,1
TIC 435339847,8.20075,,,2.47,0.83,5297.0,4.544,1
TIC 435339847,8.20023,,0.1007,2.53,0.782,,,1
TIC 435339847,8.2000844,,0.0831,2.4996027,0.792,5160.0,4.569,1
TIC 435339847,8.199814,,,2.49801045,0.783982,5070.0,4.67,1
TIC 435339847,8.2008,,0.06,,0.793476,4865.6,4.53827,1
TIC 435339847,8.20008746059,,0.10795927,2.79975419,0.793476,4865.6,4.54,1
TIC 59003115,2.29016,,,1.42,,,,0
TIC 59003115,2.294185,,0.0697472,1.95611,0.707445,5062.0,4.62,0
TIC 435339558,10.993948,,,3.14685573,1.038427,5839.0,4.41,1
TIC 435339558,10.9947,,,4.09,1.265,5897.0,,1
TIC 435339558,10.99497,,,3.99,1.247,5853.0,4.18,1
TIC 435339558,21.99036193738,,0.11223021,4.60346552,1.33417,5294.0,4.14669,1
TIC 435339558,10.994748,,0.088,4.05,1.247,5926.0,4.249,1
TIC 435339558,10.99501,,0.105,4.55,1.3704,,,1
TIC 435339558,10.99573,,,3.69,1.28,5926.0,4.249,1
TIC 38114658,10.3535,,,3.32,0.8,5147.0,4.562,1
TIC 38114658,10.353263,,0.15,3.09,0.73,4797.0,,1
TIC 38114658,10.35848367,,0.149,,0.771581,4779.0,4.5498,1
TIC 38114658,10.35176,,0.078,2.97,0.74,4890.0,,1
TIC 38114658,10.35239,,,3.58,0.74,4870.0,4.52,1
TIC 38114658,10.3516,,0.147,2.86,0.712,,,1
TIC 38114658,5.0639064,,0.0953,2.46,0.73,4797.0,,1
TIC 38114658,5.06468,,,2.31,,,,1
TIC 38114658,5.06347,,0.0993,2.32,0.712,,,1
TIC 38114658,5.06416,,,2.41,0.74,4870.0,4.52,1
TIC 38114658,5.06408,,,2.44,0.8,5147.0,4.562,1
TIC 242961495,19.0912,,0.0562,2.03,0.785,,,1
TIC 242961495,19.09995,,,2.11327433,0.841458,5377.0,4.65,1
TIC 242961495,19.0918,,,2.01,0.87,5441.0,4.519,1
TIC 242961495,5.605309,,,1.48914397,0.841458,5377.0,4.65,1
TIC 242961495,5.605,,,1.47,0.87,5441.0,4.519,1
TIC 242961495,5.60473,,0.0301,1.41,0.785,,,1
TIC 242961495,28.8819,,0.0864,2.39,0.785,,,1
TIC 242961495,28.867253,,,2.55211506,0.841458,5377.0,4.65,1
TIC 59040029,6.10099028,,0.077,,0.756173,4784.0,4.56844,1
TIC 59040029,6.10241,,0.1076,2.38,0.702,,,1
TIC 59040029,6.10224,,,1.82,0.631,4530.0,4.668,1
TIC 59040029,6.102325,,,1.97,0.634663,4674.13,,1
TIC 242940281,7.195834,,,2.6,,,,0
TIC 242988068,2.747227,,,1.71,0.547001,3875.75,,1
TIC 242988068,2.74697,,,1.244,0.424,3910.0,4.863,1
TIC 242988068,2.747128,,0.092,1.36,0.424,,,1
TIC 242988068,10.00102551,,0.163,,0.562821,3848.0,4.6829,1
TIC 242988068,9.99791,,0.1462,1.7,0.424,,,1
TIC 242988068,9.99767,,,1.483,0.424,3910.0,4.863,1
TIC 242988068,9.997442,,,2.11,0.547001,3875.75,,1
TIC 434133930,6.4215,,,2.41,0.93,5652.0,4.481,1
TIC 434133930,6.42149,,0.0814,2.51,0.836,,,1
TIC 434133930,27.86,,,2.03,0.93,5652.0,4.481,1
TIC 434133930,27.8522,,0.0704,2.16,0.836,,,1
TIC 14160842,0.684541,,0.04,1.36,0.671,,,1
TIC 14160842,0.684533,,,1.01,0.507,4268.0,4.776,1
TIC 14160842,0.684559,,,1.2,0.68,4427.0,4.3,1
TIC 14160842,0.68458757,,0.027,,0.734112,4222.0,4.52609,1
TIC 14160842,0.684557,,,1.37,0.675849,4376.21,,1
TIC 14160842,0.684575,,,1.4,0.71,4462.0,4.17,1
TIC 14160842,0.684553,,,1.27572042,0.646851,4441.0,4.65,1
TIC 14160842,0.68453862616,,,1.4,0.71,4232.0,4.44,1
TIC 25958378,8.775864,,,1.97521161,0.721964,5129.0,4.52,1
TIC 25958378,8.77683,,,1.96,0.76,5482.0,4.579,1
TIC 25958378,8.77709,,0.0865,5.1,0.8,,,1
TIC 17409453,9.72664,,0.2692,8.42,1.508,,,1
TIC 17409453,9.726618,,,7.6,1.401,5747.0,4.208,1
TIC 17409453,9.72739,,,4.6,0.93,5406.0,4.47,1
TIC 17409453,9.72665,,0.2287,7.23871,1.45,5583.6,4.11,1
TIC 113979956,4.61228,,,2.3,0.459539,3624.15,,1
TIC 113979956,4.61244,,0.2194,1.27,0.256,,,1
TIC 113979956,4.6122,,,1.23,0.256,3537.0,5.022,1
TIC 440687723,1.095962,,0.0346,0.617,0.318,,,1
TIC 440687723,1.096026,,,0.615,0.318,3691.0,4.965,1
TIC 440687723,1.095979,,,1.08,0.535057,3677.0,4.70687,1
TIC 82050863,18.4474,,,5.6,0.468,4052.0,4.816,1
TIC 82050863,18.44883,,0.283,1.6,0.25,3468.0,,1
TIC 82050863,18.448653,,0.345,3.33,0.52,3765.0,,1
TIC 82050863,18.44951,,0.399,3.09,0.468,,,1
TIC 82050863,18.4498,,,2.25,0.31,3390.0,,1
TIC 14111411,13.71468745,,0.149,,0.650887,4133.13,4.62196,1
TIC 14111411,13.734907,,,2.53,0.634754,4421.98,,1
TIC 14111411,13.7311,,,2.04,0.494,4136.0,4.791,1
TIC 14111411,13.733314,,,2.6,0.619,4484.0,4.653,1
TIC 14111411,13.73288,,0.1582,2.64,0.646,,,1
TIC 14111411,2.90022,,0.0389,1.36,0.646,,,1
TIC 14111411,2.900706,,,1.3,0.634754,4421.98,,1
TIC 14111411,2.90032,,,1.02,0.494,4136.0,4.791,1
TIC 56520147,1.41929871,,0.085,,0.361559,3326.0,4.86273,1
TIC 56520147,1.419604,,,1.22,0.32067,3488.9,,1
TIC 56520147,1.419714,,0.1565,1.18,0.284,,,1
TIC 56520147,1.419549,,,1.1,0.284,3622.0,5.0,1
TIC 22987989,0.701818,,,2.56,,,,0
TIC 195193025,10.134016,,,3.88,0.42,3548.0,4.84,1
TIC 195193025,10.13389,,,3.47,0.402,3471.0,,1
TIC 195193025,10.134279,,,14.8,0.43,,,1
TIC 195193025,10.1338,,0.44,,0.414978,3411.0,4.81298,1
TIC 195193025,10.135091,,,3.7,0.44,3410.0,,1
TIC 195193025,10.134231,,0.5276,1.76,0.226,,,1
TIC 195193025,10.1346454,,,3.31,0.4,3566.0,4.85,1
TIC 195193025,10.13446,,0.705,1.92,0.226,,,1
TIC 366568760,8.406,,0.0556,,4.70881,4642.56,,1
TIC 366568760,8.405276,,,8.04276104,2.949151,4836.0,3.5,1
TIC 366568760,,,,14.68379,4.2,,,1
TIC 366568760,8.4071591,,0.0533,10.1248,4.71,4642.6,,1
TIC 366568760,8.406726,,,10.61,4.47,4717.0,3.22,1
TIC 366568760,8.4061,,,14.68379,4.2,4790.0,3.26,1
TIC 366568760,8.40685,,0.068,10.88,4.09,,,1
TIC 366568760,8.407115,,0.0891,13.45077684,4.14,4673.0,3.276,1
TIC 366568760,8.406951,,,11.5,4.79,,,1
TIC 366568760,8.4061,,,14.68379,4.2,4790.0,3.26,1
TIC 366410512,10.13682,,0.1043,4.6,1.37,,,1
TIC 366410512,10.13675,,,4.3,1.311,6120.0,4.23,1
TIC 366410512,10.136796,,,5.00805298,1.5082,6095.0,4.09,1
TIC 366410512,10.13693,,,4.93,1.565,6103.0,4.12,1
TIC 366410512,10.13892836,,0.095,,1.50696,6283.0,4.17177,1
TIC 366410512,10.136527,,,4.5,1.39,,,1
TIC 366410512,10.136448,,,5.2,1.57,6172.0,4.13,1
TIC 366410512,10.1367283,,0.1059,5.44119,1.51,6283.0,4.17177,1
TIC 366410512,10.1367349,,0.093,5.06645928,1.518,6260.0,4.169,1
TIC 366410512,10.136,,0.0869,,1.50696,6283.0,4.17177,1
TIC 176966903,18.24841,,0.193,12.48,2.71,,,1
TIC 176966903,18.25,,0.1776,,2.73115,6073.27,3.62228,1
TIC 176966903,18.249,,,14.45961,3.1,5990.0,3.67,1
TIC 176966903,18.251985,,,11.73,2.63,6217.0,3.81,1
TIC 176966903,18.248708,,,10.53585955,2.276457,6033.0,3.78,1
TIC 176966903,18.24783,,,11.88151954,2.55,6069.0,3.783,1
TIC 176966903,18.252213,,,8.3,1.98,,,1
TIC 176966903,18.24901,,,12.37,2.66,6053.0,3.9,1
TIC 2521105,1.33711716,,,,0.713,4645.0,4.601,1
TIC 2521105,1.337116562,,,,0.713,4645.0,4.601,1
TIC 2521105,1.337,,3.1165,,0.763091,4459.0,4.51739,1
TIC 2521105,1.33711647,,,14.056,0.776,4645.0,4.53,1
TIC 2521105,,,,,,,,1
TIC 2521105,1.337116553,,,12.89035,0.713,4645.0,4.601,1
TIC 2521105,1.337116,,,11.5,0.66,,,1
TIC 2521105,1.3371164,,,,,,,1
TIC 2521105,1.3371182,,2.725,12.823,0.713,4645.0,4.601,1
TIC 2521105,1.33711405,,3.217,,0.763091,4459.0,4.51739,1
TIC 2521105,1.33711569,,3.3335,11.85,0.6629,,,1
TIC 2521105,,,,,,,,1
TIC 2521105,1.33711647,,,14.056086,0.776,4645.0,,1
TIC 278892590,1.5108261,,,,0.1192,2566.0,5.2396,1
TIC 278892590,1.51087,,,,,,,1
TIC 278892590,1.51087081,,0.7266,1.086,0.117,2559.0,,1
TIC 278892590,1.51088432,,,,0.1234,2520.0,,1
TIC 278892590,1.510826,,0.7378,1.116,0.1192,2566.0,5.2396,1
TIC 278892590,,,,1.121,,,,1
TIC 278892590,1.51094471179,,1.06934882,1.20389172,0.114827,5780.0,5.27596,1
TIC 278892590,1.510848,,0.754,1.113,0.117,2550.0,,1
TIC 278892590,,,0.8015,,0.114827,,5.27596,1
TIC 278892590,2.421937,,0.7123,1.097,0.1192,2566.0,5.2396,1
TIC 278892590,2.421848,,0.672,1.049,0.117,2550.0,,1
TIC 278892590,2.4218233,,0.687,1.056,0.117,2559.0,,1
TIC 278892590,2.4219371,,,,0.1192,2566.0,5.2396,1
TIC 278892590,2.42179346,,,,0.1234,2520.0,,1
TIC 278892590,,,,1.095,,,,1
TIC 278892590,,,0.729,,0.114827,,5.27596,1
TIC 278892590,4.04961,,0.367,0.772,0.117,2559.0,,1
TIC 278892590,,,,0.784,,,,1
TIC 278892590,4.049219,,0.3676,0.788,0.1192,2566.0,5.2396,1
TIC 278892590,4.04978035,,,,0.1234,2520.0,,1
TIC 278892590,6.09956479,,,,0.1234,2520.0,,1
TIC 278892590,6.101013,,0.5012,0.92,0.1192,2566.0,5.2396,1
TIC 278892590,6.099615,,0.519,0.918,0.117,2559.0,,1
TIC 278892590,6.09705,,,,,,,1
TIC 278892590,,,,0.91,,,,1
TIC 278892590,,,,1.046,,,,1
TIC 278892590,9.20659399,,,,0.1234,2520.0,,1
TIC 278892590,9.2129,,,,,,,1
TIC 278892590,9.20754,,0.6465,1.045,0.1192,2566.0,5.2396,1
TIC 278892590,9.20669,,0.673,1.045,0.117,2559.0,,1
TIC 278892590,,,,1.148,,,,1
